id,name,restaurant_id,created_at,updated_at
104,"Холодные закуски",11,"2017-12-07 00:22:10.938435","2017-12-07 00:22:10.938435"
105,"Горячие закуски",11,"2017-12-07 00:22:10.956132","2017-12-07 00:22:10.956132"
106,"Салаты",11,"2017-12-07 00:22:10.968303","2017-12-07 00:22:10.968303"
107,"Супы",11,"2017-12-07 00:22:10.980738","2017-12-07 00:22:10.980738"
108,"Рыбные блюда",11,"2017-12-07 00:22:10.992471","2017-12-07 00:22:10.992471"
109,"Мясные блюда",11,"2017-12-07 00:22:11.008064","2017-12-07 00:22:11.008064"
110,"Десерты",11,"2017-12-07 00:22:11.024068","2017-12-07 00:22:11.024068"
111,"Хлеб",11,"2017-12-07 00:22:11.042235","2017-12-07 00:22:11.042235"
112,"Фреши",11,"2017-12-07 00:22:11.046745","2017-12-07 00:22:11.046745"
113,"Пицца",12,"2017-12-07 00:22:11.074912","2017-12-07 00:22:11.074912"
114,"Блюда из рыбы",12,"2017-12-07 00:22:11.119392","2017-12-07 00:22:11.119392"
115,"Блюда из мяса",12,"2017-12-07 00:22:11.138538","2017-12-07 00:22:11.138538"
116,"Гриль",12,"2017-12-07 00:22:11.165226","2017-12-07 00:22:11.165226"
117,"Паста",12,"2017-12-07 00:22:11.189766","2017-12-07 00:22:11.189766"
118,"Ризотто",12,"2017-12-07 00:22:11.212153","2017-12-07 00:22:11.212153"
119,"Фитнес-меню",12,"2017-12-07 00:22:11.219848","2017-12-07 00:22:11.219848"
120,"Закуски",12,"2017-12-07 00:22:11.242696","2017-12-07 00:22:11.242696"
121,"Салаты",12,"2017-12-07 00:22:11.277441","2017-12-07 00:22:11.277441"
122,"Супы",12,"2017-12-07 00:22:11.296933","2017-12-07 00:22:11.296933"
123,"Гарниры",12,"2017-12-07 00:22:11.312635","2017-12-07 00:22:11.312635"
124,"Соусы",12,"2017-12-07 00:22:11.322975","2017-12-07 00:22:11.322975"
125,"Десерты",12,"2017-12-07 00:22:11.331377","2017-12-07 00:22:11.331377"
126,"Мороженое",12,"2017-12-07 00:22:11.344784","2017-12-07 00:22:11.344784"
127,"Хлеб",12,"2017-12-07 00:22:11.350500","2017-12-07 00:22:11.350500"
128,"Напитки",12,"2017-12-07 00:22:11.355906","2017-12-07 00:22:11.355906"
129,"Фреши",12,"2017-12-07 00:22:11.375781","2017-12-07 00:22:11.375781"
130,"Молочные коктейли",12,"2017-12-07 00:22:11.394250","2017-12-07 00:22:11.394250"
131,"Смузи",12,"2017-12-07 00:22:11.401152","2017-12-07 00:22:11.401152"
132,"Холодные закуски",13,"2017-12-07 00:22:11.414531","2017-12-07 00:22:11.414531"
133,"Горячие закуски",13,"2017-12-07 00:22:11.426855","2017-12-07 00:22:11.426855"
134,"Салаты",13,"2017-12-07 00:22:11.437433","2017-12-07 00:22:11.437433"
135,"Супы",13,"2017-12-07 00:22:11.455110","2017-12-07 00:22:11.455110"
136,"Горячие блюда",13,"2017-12-07 00:22:11.459999","2017-12-07 00:22:11.459999"
137,"Гриль",13,"2017-12-07 00:22:11.471442","2017-12-07 00:22:11.471442"
138,"Драники",13,"2017-12-07 00:22:11.491166","2017-12-07 00:22:11.491166"
139,"Колбаски",13,"2017-12-07 00:22:11.498193","2017-12-07 00:22:11.498193"
140,"Гарнир",13,"2017-12-07 00:22:11.505346","2017-12-07 00:22:11.505346"
141,"Соусы",13,"2017-12-07 00:22:11.510300","2017-12-07 00:22:11.510300"
142,"Десерты",13,"2017-12-07 00:22:11.516343","2017-12-07 00:22:11.516343"
143,"Горячие напитки",13,"2017-12-07 00:22:11.523162","2017-12-07 00:22:11.523162"
144,"Холодные напитки",13,"2017-12-07 00:22:11.531452","2017-12-07 00:22:11.531452"
145,"Закуски к пиву",13,"2017-12-07 00:22:11.537723","2017-12-07 00:22:11.537723"
146,"Эксклюзивное предложение",14,"2017-12-07 00:22:11.546073","2017-12-07 00:22:11.546073"
147,"Суши от шеф-повара",14,"2017-12-07 00:22:11.556924","2017-12-07 00:22:11.556924"
148,"Холодные закуски",14,"2017-12-07 00:22:11.577494","2017-12-07 00:22:11.577494"
149,"Горячие закуски",14,"2017-12-07 00:22:11.590096","2017-12-07 00:22:11.590096"
150,"Салаты",14,"2017-12-07 00:22:11.595179","2017-12-07 00:22:11.595179"
151,"Супы",14,"2017-12-07 00:22:11.608615","2017-12-07 00:22:11.608615"
152,"Блюда из рыбы",14,"2017-12-07 00:22:11.616851","2017-12-07 00:22:11.616851"
153,"Блюда из мяса",14,"2017-12-07 00:22:11.625077","2017-12-07 00:22:11.625077"
154,"Гарниры",14,"2017-12-07 00:22:11.637890","2017-12-07 00:22:11.637890"
155,"Паста и равиоли",14,"2017-12-07 00:22:11.646289","2017-12-07 00:22:11.646289"
156,"Десерты",14,"2017-12-07 00:22:11.654374","2017-12-07 00:22:11.654374"
157,"Фрукты",14,"2017-12-07 00:22:11.664417","2017-12-07 00:22:11.664417"
158,"Фреши",14,"2017-12-07 00:22:11.672135","2017-12-07 00:22:11.672135"
159,"Закуски и салаты",15,"2017-12-07 00:22:11.683742","2017-12-07 00:22:11.683742"
160,"Супы",15,"2017-12-07 00:22:11.700126","2017-12-07 00:22:11.700126"
161,"Горячие блюда",15,"2017-12-07 00:22:11.712223","2017-12-07 00:22:11.712223"
162,"Паста и ризотто",15,"2017-12-07 00:22:11.725580","2017-12-07 00:22:11.725580"
163,"Десерты",15,"2017-12-07 00:22:11.734733","2017-12-07 00:22:11.734733"
164,"Кофе",15,"2017-12-07 00:22:11.742411","2017-12-07 00:22:11.742411"
165,"Альтернативные виды заваривания кофе",15,"2017-12-07 00:22:11.748145","2017-12-07 00:22:11.748145"
166,"Чай",15,"2017-12-07 00:22:11.753997","2017-12-07 00:22:11.753997"
167,"Вода и напитки",15,"2017-12-07 00:22:11.763288","2017-12-07 00:22:11.763288"
168,"Фреши",15,"2017-12-07 00:22:11.773201","2017-12-07 00:22:11.773201"
169,"Холодные закуски",16,"2017-12-07 00:22:11.790572","2017-12-07 00:22:11.790572"
170,"Салаты",16,"2017-12-07 00:22:11.800236","2017-12-07 00:22:11.800236"
171,"«Штучки»",16,"2017-12-07 00:22:11.808868","2017-12-07 00:22:11.808868"
172,"Супы",16,"2017-12-07 00:22:11.814602","2017-12-07 00:22:11.814602"
173,"Итальянская кухня",16,"2017-12-07 00:22:11.819393","2017-12-07 00:22:11.819393"
174,"Горячие блюда",16,"2017-12-07 00:22:11.824718","2017-12-07 00:22:11.824718"
175,"Гарниры",16,"2017-12-07 00:22:11.834968","2017-12-07 00:22:11.834968"
176,"Соусы",16,"2017-12-07 00:22:11.841093","2017-12-07 00:22:11.841093"
177,"Хлеб",16,"2017-12-07 00:22:11.849157","2017-12-07 00:22:11.849157"
178,"Десерты",16,"2017-12-07 00:22:11.854805","2017-12-07 00:22:11.854805"
179,"Лимонады",16,"2017-12-07 00:22:11.865181","2017-12-07 00:22:11.865181"
180,"Молочные коктейли",16,"2017-12-07 00:22:11.871107","2017-12-07 00:22:11.871107"
181,"Холодные напитки",16,"2017-12-07 00:22:11.874970","2017-12-07 00:22:11.874970"
182,"Горячие напитки",16,"2017-12-07 00:22:11.889117","2017-12-07 00:22:11.889117"
183,"Суши-сеты",17,"2017-12-07 00:22:11.908519","2017-12-07 00:22:11.908519"
184,"Роллы",17,"2017-12-07 00:22:11.916647","2017-12-07 00:22:11.916647"
185,"Тёплые роллы",17,"2017-12-07 00:22:11.945799","2017-12-07 00:22:11.945799"
186,"Нигири и гунканы",17,"2017-12-07 00:22:11.958080","2017-12-07 00:22:11.958080"
187,"Соусы",17,"2017-12-07 00:22:11.968588","2017-12-07 00:22:11.968588"
188,"Горячие блюда",17,"2017-12-07 00:22:11.991413","2017-12-07 00:22:11.991413"
189,"Лапша",17,"2017-12-07 00:22:11.997465","2017-12-07 00:22:11.997465"
190,"Супы",17,"2017-12-07 00:22:12.019218","2017-12-07 00:22:12.019218"
191,"Салаты",17,"2017-12-07 00:22:12.029600","2017-12-07 00:22:12.029600"
192,"Закуски",17,"2017-12-07 00:22:12.037309","2017-12-07 00:22:12.037309"
193,"Десерты",17,"2017-12-07 00:22:12.045307","2017-12-07 00:22:12.045307"
194,"Напитки",17,"2017-12-07 00:22:12.050823","2017-12-07 00:22:12.050823"
195,"Закуски",18,"2017-12-07 00:22:12.071076","2017-12-07 00:22:12.071076"
196,"Салаты",18,"2017-12-07 00:22:12.085134","2017-12-07 00:22:12.085134"
197,"Супы",18,"2017-12-07 00:22:12.106157","2017-12-07 00:22:12.106157"
198,"Блюда из рыбы",18,"2017-12-07 00:22:12.114469","2017-12-07 00:22:12.114469"
199,"Блюда из мяса",18,"2017-12-07 00:22:12.129397","2017-12-07 00:22:12.129397"
200,"Блюда из птицы",18,"2017-12-07 00:22:12.143039","2017-12-07 00:22:12.143039"
201,"Домашняя лапша",18,"2017-12-07 00:22:12.151186","2017-12-07 00:22:12.151186"
202,"Пицца",18,"2017-12-07 00:22:12.159142","2017-12-07 00:22:12.159142"
203,"Роллы",18,"2017-12-07 00:22:12.179453","2017-12-07 00:22:12.179453"
204,"Нигири и гунканы",18,"2017-12-07 00:22:12.193418","2017-12-07 00:22:12.193418"
205,"Суши-сеты",18,"2017-12-07 00:22:12.198203","2017-12-07 00:22:12.198203"
206,"Японский гарнир",18,"2017-12-07 00:22:12.203507","2017-12-07 00:22:12.203507"
207,"Гарниры",18,"2017-12-07 00:22:12.207329","2017-12-07 00:22:12.207329"
208,"Десерты",18,"2017-12-07 00:22:12.221934","2017-12-07 00:22:12.221934"
209,"Фреши",18,"2017-12-07 00:22:12.234222","2017-12-07 00:22:12.234222"
210,"Блюда белорусской кухни",19,"2017-12-07 00:22:12.246823","2017-12-07 00:22:12.246823"
211,"Холодные закуски",19,"2017-12-07 00:22:12.248307","2017-12-07 00:22:12.248307"
212,"Горячие закуски",19,"2017-12-07 00:22:12.265223","2017-12-07 00:22:12.265223"
213,"Салаты",19,"2017-12-07 00:22:12.269460","2017-12-07 00:22:12.269460"
214,"Супы",19,"2017-12-07 00:22:12.278891","2017-12-07 00:22:12.278891"
215,"Блюда из рыбы",19,"2017-12-07 00:22:12.285303","2017-12-07 00:22:12.285303"
216,"Блюда из мяса",19,"2017-12-07 00:22:12.290655","2017-12-07 00:22:12.290655"
217,"Блюда из птицы",19,"2017-12-07 00:22:12.307581","2017-12-07 00:22:12.307581"
218,"Гарниры",19,"2017-12-07 00:22:12.311285","2017-12-07 00:22:12.311285"
219,"Хлеб",19,"2017-12-07 00:22:12.317245","2017-12-07 00:22:12.317245"
220,"Десерты",19,"2017-12-07 00:22:12.325444","2017-12-07 00:22:12.325444"
221,"Закуски к пиву",19,"2017-12-07 00:22:12.334399","2017-12-07 00:22:12.334399"
222,"Холодные закуски",20,"2017-12-07 00:22:12.351684","2017-12-07 00:22:12.351684"
223,"Горячие закуски",20,"2017-12-07 00:22:12.377790","2017-12-07 00:22:12.377790"
224,"Салаты",20,"2017-12-07 00:22:12.389511","2017-12-07 00:22:12.389511"
225,"Супы",20,"2017-12-07 00:22:12.414681","2017-12-07 00:22:12.414681"
226,"Блюда из рыбы",20,"2017-12-07 00:22:12.425716","2017-12-07 00:22:12.425716"
227,"Блюда из мяса и птицы",20,"2017-12-07 00:22:12.430892","2017-12-07 00:22:12.430892"
228,"Шашлык",20,"2017-12-07 00:22:12.453557","2017-12-07 00:22:12.453557"
229,"Хинкали",20,"2017-12-07 00:22:12.475991","2017-12-07 00:22:12.475991"
230,"Гарниры",20,"2017-12-07 00:22:12.480846","2017-12-07 00:22:12.480846"
231,"Соусы",20,"2017-12-07 00:22:12.488950","2017-12-07 00:22:12.488950"
232,"Фрукты",20,"2017-12-07 00:22:12.504938","2017-12-07 00:22:12.504938"
233,"Варенье",20,"2017-12-07 00:22:12.515590","2017-12-07 00:22:12.515590"
234,"Выпечка",20,"2017-12-07 00:22:12.522432","2017-12-07 00:22:12.522432"
235,"Холодные закуски",21,"2017-12-07 00:22:12.539765","2017-12-07 00:22:12.539765"
236,"Горячие закуски",21,"2017-12-07 00:22:12.562592","2017-12-07 00:22:12.562592"
237,"Салаты",21,"2017-12-07 00:22:12.574695","2017-12-07 00:22:12.574695"
238,"Супы",21,"2017-12-07 00:22:12.597330","2017-12-07 00:22:12.597330"
239,"Рыбные блюда",21,"2017-12-07 00:22:12.609653","2017-12-07 00:22:12.609653"
240,"Мясные блюда",21,"2017-12-07 00:22:12.621503","2017-12-07 00:22:12.621503"
241,"Домашние колбасы",21,"2017-12-07 00:22:12.658213","2017-12-07 00:22:12.658213"
242,"Гарниры",21,"2017-12-07 00:22:12.668334","2017-12-07 00:22:12.668334"
243,"Вареники",21,"2017-12-07 00:22:12.681801","2017-12-07 00:22:12.681801"
244,"Пирожки, блинчики",21,"2017-12-07 00:22:12.699486","2017-12-07 00:22:12.699486"
245,"Десерты",21,"2017-12-07 00:22:12.715993","2017-12-07 00:22:12.715993"
246,"Фрукты",21,"2017-12-07 00:22:12.727596","2017-12-07 00:22:12.727596"
247,"Белорусская кухня",22,"2017-12-07 00:22:12.739828","2017-12-07 00:22:12.739828"
248,"Азербайджанская кухня",22,"2017-12-07 00:22:12.748922","2017-12-07 00:22:12.748922"
249,"Холодные закуски",22,"2017-12-07 00:22:12.764325","2017-12-07 00:22:12.764325"
250,"Салаты",22,"2017-12-07 00:22:12.779172","2017-12-07 00:22:12.779172"
251,"Супы",22,"2017-12-07 00:22:12.788989","2017-12-07 00:22:12.788989"
252,"Горячие закуски",22,"2017-12-07 00:22:12.792729","2017-12-07 00:22:12.792729"
253,"Горячие блюда",22,"2017-12-07 00:22:12.796569","2017-12-07 00:22:12.796569"
254,"Шашлык",22,"2017-12-07 00:22:12.811793","2017-12-07 00:22:12.811793"
255,"Гарниры",22,"2017-12-07 00:22:12.828577","2017-12-07 00:22:12.828577"
256,"Хлеб",22,"2017-12-07 00:22:12.836269","2017-12-07 00:22:12.836269"
257,"Соусы",22,"2017-12-07 00:22:12.842583","2017-12-07 00:22:12.842583"
258,"Десерты",22,"2017-12-07 00:22:12.850589","2017-12-07 00:22:12.850589"
259,"Блюда белорусской кухни",23,"2017-12-07 00:22:12.861485","2017-12-07 00:22:12.861485"
260,"Холодные закуски",23,"2017-12-07 00:22:12.877849","2017-12-07 00:22:12.877849"
261,"Закуски из морепродуктов",23,"2017-12-07 00:22:12.899383","2017-12-07 00:22:12.899383"
262,"Горячие закуски",23,"2017-12-07 00:22:12.905726","2017-12-07 00:22:12.905726"
263,"Салаты",23,"2017-12-07 00:22:12.917326","2017-12-07 00:22:12.917326"
264,"Плато",23,"2017-12-07 00:22:12.937868","2017-12-07 00:22:12.937868"
265,"Супы",23,"2017-12-07 00:22:12.947294","2017-12-07 00:22:12.947294"
266,"Блюда из рыбы",23,"2017-12-07 00:22:12.958381","2017-12-07 00:22:12.958381"
267,"Горячие блюда",23,"2017-12-07 00:22:12.975123","2017-12-07 00:22:12.975123"
268,"Гарниры",23,"2017-12-07 00:22:13.002179","2017-12-07 00:22:13.002179"
269,"Паста",23,"2017-12-07 00:22:13.015481","2017-12-07 00:22:13.015481"
270,"Соусы к пасте",23,"2017-12-07 00:22:13.024903","2017-12-07 00:22:13.024903"
271,"Десерты",23,"2017-12-07 00:22:13.041502","2017-12-07 00:22:13.041502"
272,"Фрукты",23,"2017-12-07 00:22:13.058699","2017-12-07 00:22:13.058699"
273,"Соусы",23,"2017-12-07 00:22:13.074099","2017-12-07 00:22:13.074099"
274,"Хлеб",23,"2017-12-07 00:22:13.088529","2017-12-07 00:22:13.088529"
275,"Летнее меню",24,"2017-12-07 00:22:13.101332","2017-12-07 00:22:13.101332"
276,"«Деревенские рецепты»",24,"2017-12-07 00:22:13.117597","2017-12-07 00:22:13.117597"
277,"Закуски",24,"2017-12-07 00:22:13.129330","2017-12-07 00:22:13.129330"
278,"Салаты",24,"2017-12-07 00:22:13.142561","2017-12-07 00:22:13.142561"
279,"Супы",24,"2017-12-07 00:22:13.150347","2017-12-07 00:22:13.150347"
280,"Блюда из рыбы",24,"2017-12-07 00:22:13.157758","2017-12-07 00:22:13.157758"
281,"Блюда из мяса",24,"2017-12-07 00:22:13.165380","2017-12-07 00:22:13.165380"
282,"Блюда из птицы",24,"2017-12-07 00:22:13.180057","2017-12-07 00:22:13.180057"
283,"Гарниры",24,"2017-12-07 00:22:13.183826","2017-12-07 00:22:13.183826"
284,"Пельмени",24,"2017-12-07 00:22:13.190759","2017-12-07 00:22:13.190759"
285,"Соусы",24,"2017-12-07 00:22:13.196153","2017-12-07 00:22:13.196153"
286,"Десерты",24,"2017-12-07 00:22:13.207754","2017-12-07 00:22:13.207754"
287,"Хлеб",24,"2017-12-07 00:22:13.222153","2017-12-07 00:22:13.222153"
288,"Закуски к пиву",24,"2017-12-07 00:22:13.232959","2017-12-07 00:22:13.232959"
289,"Холодные закуски",25,"2017-12-07 00:22:13.267377","2017-12-07 00:22:13.267377"
290,"Горячие закуски",25,"2017-12-07 00:22:13.299799","2017-12-07 00:22:13.299799"
291,"Салаты",25,"2017-12-07 00:22:13.312366","2017-12-07 00:22:13.312366"
292,"Супы",25,"2017-12-07 00:22:13.334627","2017-12-07 00:22:13.334627"
293,"Горячие блюда из рыбы",25,"2017-12-07 00:22:13.344425","2017-12-07 00:22:13.344425"
294,"Горячие блюда из мяса",25,"2017-12-07 00:22:13.363756","2017-12-07 00:22:13.363756"
295,"Горячие блюда из птицы",25,"2017-12-07 00:22:13.380978","2017-12-07 00:22:13.380978"
296,"Гарниры",25,"2017-12-07 00:22:13.394465","2017-12-07 00:22:13.394465"
297,"Роллы",25,"2017-12-07 00:22:13.413543","2017-12-07 00:22:13.413543"
298,"Пицца",25,"2017-12-07 00:22:13.422891","2017-12-07 00:22:13.422891"
299,"Соусы",25,"2017-12-07 00:22:13.433006","2017-12-07 00:22:13.433006"
300,"Десерты",25,"2017-12-07 00:22:13.446898","2017-12-07 00:22:13.446898"
301,"Хлеб",25,"2017-12-07 00:22:13.481102","2017-12-07 00:22:13.481102"
302,"Закуски к пиву",25,"2017-12-07 00:22:13.486432","2017-12-07 00:22:13.486432"
303,"Холодные закуски",26,"2017-12-07 00:22:13.502446","2017-12-07 00:22:13.502446"
304,"Горячие закуски",26,"2017-12-07 00:22:13.513893","2017-12-07 00:22:13.513893"
305,"Бургеры",26,"2017-12-07 00:22:13.534390","2017-12-07 00:22:13.534390"
306,"Салаты",26,"2017-12-07 00:22:13.545576","2017-12-07 00:22:13.545576"
